Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2015-04-01,1.11,1.11,1.05,1.05,54163
2015-04-02,1.08,1.17,1.05,1.15,99048
2015-04-07,1.15,1.17,1.11,1.12,38624
2015-04-08,1.13,1.14,1.13,1.14,22648
2015-04-09,1.14,1.21,1.13,1.16,101169
2015-04-10,1.15,1.15,1.11,1.14,20573
2015-04-13,1.16,1.16,1.1,1.12,37326
2015-04-14,1.11,1.14,1.11,1.14,15776
2015-04-15,1.14,1.15,1.13,1.15,15593
2015-04-16,1.16,1.22,1.14,1.2,102820
2015-04-17,1.19,1.2,1.15,1.16,68605
2015-04-20,1.16,1.19,1.15,1.15,20261
2015-04-21,1.15,1.15,1.11,1.12,50094
2015-04-22,1.14,1.16,1.11,1.13,16706
2015-04-23,1.12,1.13,1.1,1.13,13707
2015-04-24,1.13,1.13,1.11,1.13,8768
2015-04-27,1.11,1.14,1.1,1.13,14130
2015-04-28,1.1,1.13,1.1,1.11,16030
2015-04-29,1.1,1.12,1.1,1.12,6645
2015-04-30,1.1,1.1,1.09,1.1,5355
2015-05-04,1.1,1.1,1.08,1.1,22332
2015-05-05,1.11,1.11,1.08,1.09,33692
2015-05-06,1.09,1.1,1.08,1.09,16086
2015-05-07,1.08,1.08,1.05,1.07,66842
2015-05-08,1.07,1.07,1.06,1.06,20346
2015-05-11,1.05,1.07,1.05,1.07,29032
2015-05-12,1.05,1.06,1.05,1.06,38372
2015-05-13,1.05,1.06,1.02,1.02,33519
2015-05-14,1.01,1.01,0.95,1,80354
2015-05-15,0.98,0.99,0.93,0.95,59049
2015-05-18,0.96,0.96,0.92,0.95,48131
2015-05-19,0.94,0.97,0.93,0.97,39038
2015-05-20,0.98,1.04,0.98,1.02,64509
2015-05-21,1.02,1.02,0.97,1,8052
2015-05-22,1.02,1.04,1.01,1.04,129094
2015-05-25,1.04,1.05,1,1.02,16009
2015-05-26,1.02,1.02,0.99,0.99,8019
2015-05-27,1,1.05,0.99,1.03,54616
2015-05-28,1.04,1.06,1.01,1.01,26528
2015-05-29,1.04,1.04,0.99,1,16949
2015-06-01,0.99,0.99,0.97,0.99,16466
2015-06-02,0.98,0.98,0.98,0.98,1023
2015-06-03,0.98,0.98,0.96,0.97,8022
2015-06-05,0.96,0.96,0.94,0.96,9483
2015-06-08,0.96,1,0.96,0.96,25332
2015-06-09,0.96,0.98,0.96,0.97,10337
2015-06-10,0.98,0.98,0.98,0.98,1000
2015-06-11,0.98,1,0.98,1,18799
2015-06-12,0.99,0.99,0.96,0.99,14376
2015-06-15,0.99,1.09,0.98,1.02,85641
2015-06-16,1.02,1.2,1.02,1.19,160835
2015-06-17,1.15,1.17,1.1,1.13,54635
2015-06-18,1.09,1.11,1.07,1.09,23849
2015-06-19,1.09,1.1,1.07,1.1,17865
2015-06-22,1.09,1.09,1.09,1.09,1000
2015-06-23,1.1,1.19,1.1,1.14,60281
2015-06-24,1.14,1.14,1.11,1.14,24069
2015-06-25,1.12,1.13,1.12,1.12,14207
2015-06-26,1.12,1.16,1.12,1.15,12895
2015-06-29,1.1,1.1,1.1,1.1,17184
2015-06-30,1.13,1.13,1.11,1.13,6656
2015-07-01,1.11,1.14,1.11,1.14,13367
2015-07-02,1.13,1.13,1.12,1.12,5629
2015-07-03,1.1,1.13,1.1,1.12,3515
2015-07-06,1.1,1.15,1.1,1.15,51132
2015-07-07,1.15,1.18,1.14,1.18,20273
2015-07-08,1.19,1.22,1.15,1.17,59786
2015-07-09,1.11,1.18,1.11,1.13,4782
2015-07-10,1.12,1.15,1.12,1.14,12804
2015-07-13,1.14,1.14,1.1,1.12,5225
2015-07-14,1.13,1.13,1.08,1.1,13547
2015-07-15,1.11,1.14,1.1,1.14,8717
2015-07-16,1.13,1.14,1.12,1.14,18332
2015-07-17,1.14,1.14,1.08,1.08,10155
2015-07-20,1.1,1.1,1,1.06,23445
2015-07-21,1.09,1.09,1.05,1.05,3730
2015-07-22,1.09,1.1,1.05,1.1,18833
2015-07-23,1.1,1.32,1.1,1.25,292643
2015-07-24,1.29,1.49,1.27,1.4,653717
2015-07-27,1.45,1.45,1.31,1.34,149373
2015-07-28,1.3,1.32,1.17,1.17,357642
2015-07-29,1.19,1.21,1.13,1.19,73874
2015-07-30,1.2,1.28,1.2,1.27,151449
2015-07-31,1.28,1.31,1.22,1.23,42303
2015-08-03,1.28,1.28,1.17,1.23,37320
2015-08-04,1.24,1.36,1.18,1.36,213398
2015-08-05,1.36,1.42,1.25,1.28,103113
2015-08-06,1.28,1.29,1.22,1.28,50210
2015-08-07,1.25,1.27,1.22,1.27,17981
2015-08-10,1.27,1.27,1.21,1.24,17640
2015-08-11,1.2,1.23,1.19,1.22,18069
2015-08-12,1.22,1.26,1.19,1.26,23184
2015-08-13,1.26,1.26,1.22,1.25,5477
2015-08-14,1.2,1.28,1.2,1.25,18107
2015-08-17,1.21,1.25,1.19,1.19,24445
2015-08-18,1.24,1.24,1.16,1.22,25684
2015-08-19,1.2,1.22,1.18,1.18,18750
2015-08-20,1.18,1.18,1.14,1.14,45985
2015-08-21,1.14,1.14,1.12,1.14,25480
2015-08-24,1.11,1.11,0.99,1,84373
2015-08-25,1,1.07,0.99,1.05,34108
2015-08-26,1.05,1.08,1,1,40782
2015-08-27,1.06,1.08,1.02,1.07,22348
2015-08-28,1.07,1.07,1.02,1.04,36995
2015-08-31,1.04,1.07,1.03,1.06,12495
2015-09-01,1.03,1.06,1.02,1.06,7578
2015-09-02,1.05,1.05,1.04,1.04,4837
2015-09-03,1.03,1.06,1.03,1.03,8703
2015-09-04,1.06,1.06,1.03,1.06,618
2015-09-07,1.02,1.06,1.02,1.06,5308
2015-09-08,1.06,1.06,1.06,1.06,100
2015-09-09,1.06,1.06,1.02,1.05,9250
2015-09-10,1.02,1.06,1.02,1.06,5650
2015-09-11,1.05,1.06,1.03,1.06,4766
2015-09-14,1.03,1.07,1.02,1.07,19299
2015-09-15,1.07,1.07,1.04,1.07,25761
2015-09-16,1.07,1.17,1.07,1.15,65460
2015-09-17,1.15,1.15,1.1,1.14,15411
2015-09-18,1.11,1.12,1.11,1.12,1622
2015-09-21,1.11,1.12,1.09,1.12,4904
2015-09-22,1.1,1.11,1.06,1.08,12291
2015-09-24,1.08,1.11,1.05,1.06,10868
2015-09-25,1.05,1.06,1.03,1.06,5525
2015-09-28,1.06,1.07,1.06,1.06,3925
2015-09-29,1.07,1.07,1.02,1.06,10258
2015-09-30,1.03,1.04,1.03,1.03,7311
2015-10-01,1.03,1.04,1.03,1.04,5700
2015-10-02,1.03,1.06,1.03,1.06,4000
2015-10-05,1.03,1.04,1.03,1.04,6450
2015-10-06,1.03,1.03,1,1.03,9425
2015-10-07,1.04,1.09,1.04,1.08,34225
2015-10-08,1.1,1.33,1.1,1.31,321671
2015-10-09,1.32,1.38,1.2,1.2,306344
2015-10-12,1.21,1.24,1.11,1.13,57257
2015-10-13,1.16,1.25,1.07,1.19,100267
2015-10-14,1.16,1.23,1.16,1.22,24274
2015-10-15,1.21,1.43,1.21,1.32,493171
2015-10-16,1.31,1.39,1.3,1.31,275026
2015-10-19,1.33,1.36,1.31,1.34,54608
2015-10-20,1.34,1.36,1.29,1.3,62710
2015-10-21,1.31,1.36,1.25,1.36,55975
2015-10-22,1.36,1.42,1.34,1.39,126559
2015-10-23,1.38,1.42,1.34,1.36,34633
2015-10-26,1.37,1.41,1.35,1.38,41516
2015-10-27,1.36,1.36,1.26,1.26,45569
2015-10-28,1.3,1.31,1.26,1.27,38870
2015-10-29,1.29,1.29,1.25,1.28,19199
2015-10-30,1.28,1.28,1.28,1.28,2779
2015-11-02,1.27,1.29,1.21,1.21,42377
2015-11-03,1.23,1.28,1.23,1.23,31013
2015-11-04,1.22,1.25,1.21,1.21,12389
2015-11-05,1.2,1.24,1.2,1.2,55023
2015-11-06,1.24,1.25,1.21,1.24,9103
2015-11-09,1.25,1.25,1.2,1.2,19893
2015-11-10,1.2,1.21,1.16,1.21,22382
2015-11-12,1.2,1.2,1.13,1.18,17396
2015-11-13,1.17,1.17,1.08,1.14,38682
2015-11-16,1.14,1.14,1.03,1.09,69780
2015-11-17,1.1,1.12,1.08,1.11,11434
2015-11-18,1.11,1.11,1.05,1.06,15737
2015-11-19,1.06,1.08,1.02,1.08,43775
2015-11-20,1.08,1.14,1.05,1.1,23826
2015-11-23,1.12,1.12,1.04,1.04,37466
2015-11-24,1.07,1.09,1.05,1.06,9394
2015-11-25,1.06,1.09,1.05,1.09,8100
2015-11-26,1.06,1.06,1.05,1.06,11352
2015-11-27,1.05,1.05,1.05,1.05,3228
2015-11-30,1.05,1.06,1.04,1.06,14444
2015-12-01,1.08,1.11,1.08,1.09,15404
2015-12-02,1.11,1.11,1.02,1.05,24460
2015-12-03,1.04,1.05,1.03,1.04,3346
2015-12-04,1.02,1.04,1,1.04,34792
2015-12-07,1.01,1.02,0.98,1,25731
2015-12-08,1,1.01,0.92,0.97,27637
2015-12-09,0.95,0.96,0.93,0.95,11463
2015-12-10,0.96,1.04,0.96,1.04,11870
2015-12-11,1.02,1.02,0.96,1.02,8607
2015-12-14,1.08,1.08,0.97,0.97,7946
2015-12-15,0.97,1.03,0.97,0.98,12508
2015-12-16,0.99,1.03,0.98,1.02,19819
2015-12-17,1.01,1.07,0.99,1.06,22632
2015-12-18,1.04,1.05,1.04,1.05,2600
2015-12-21,1.05,1.06,0.99,0.99,20832
2015-12-22,0.99,0.99,0.97,0.99,27580
2015-12-23,1,1.01,0.96,0.96,20518
2015-12-28,0.95,1.02,0.95,0.99,53637
2015-12-29,1.02,1.02,0.98,0.98,13881
2015-12-30,1.01,1.01,0.97,1.01,23298
2016-01-04,1.02,1.02,0.99,0.99,10945
2016-01-05,0.99,1.01,0.97,1.01,5995
2016-01-07,0.98,0.98,0.92,0.96,38290
2016-01-08,0.96,0.96,0.92,0.94,35481
2016-01-11,0.94,0.94,0.9,0.91,38995
2016-01-12,0.92,0.93,0.91,0.93,12007
2016-01-13,0.93,0.93,0.91,0.92,3486
2016-01-14,0.91,0.92,0.9,0.9,20402
2016-01-15,0.91,0.92,0.87,0.89,28820
2016-01-18,0.89,0.89,0.86,0.88,11219
2016-01-19,0.89,0.91,0.89,0.9,8920
2016-01-20,0.89,0.89,0.84,0.84,37095
2016-01-21,0.76,0.83,0.73,0.8,87084
2016-01-22,0.83,0.83,0.8,0.83,15775
2016-01-25,0.8,0.85,0.8,0.85,22346
2016-01-26,0.82,0.82,0.8,0.82,20735
2016-01-27,0.8,0.81,0.8,0.81,3668
2016-01-28,0.81,0.81,0.77,0.81,17052
2016-01-29,0.79,0.83,0.79,0.8,22897
2016-02-01,0.84,0.84,0.76,0.83,14728
2016-02-02,0.83,0.84,0.81,0.84,11087
2016-02-03,0.83,0.85,0.82,0.84,15637
2016-02-04,0.81,0.84,0.78,0.83,23546
2016-02-05,0.8,0.88,0.8,0.88,44626
2016-02-08,0.92,0.92,0.85,0.89,8814
2016-02-09,0.87,0.88,0.85,0.86,13202
2016-02-10,0.88,1.05,0.88,1.05,273623
2016-02-11,1.04,1.14,1,1.05,216687
2016-02-12,1.02,1.04,0.97,1.02,36601
2016-02-15,0.98,1.04,0.96,1.03,46535
2016-02-16,1.01,1.05,1.01,1.05,7916
2016-02-17,1.02,1.04,1.02,1.04,17960
2016-02-18,1,1,0.99,0.99,16338
2016-02-19,0.98,1,0.9,0.97,31797
2016-02-22,0.97,0.99,0.95,0.99,6305
2016-02-23,0.97,1.01,0.94,0.98,7551
2016-02-24,0.95,0.97,0.94,0.95,17593
2016-02-25,0.97,0.97,0.94,0.95,19486
2016-02-26,0.95,0.95,0.94,0.95,3100
2016-02-29,0.93,0.96,0.93,0.96,2706
2016-03-01,0.96,0.97,0.95,0.96,8215
2016-03-02,0.97,0.97,0.93,0.96,17124
2016-03-03,0.95,0.97,0.93,0.97,5571
2016-03-04,0.97,0.98,0.97,0.98,4911
2016-03-07,0.97,0.97,0.93,0.97,17637
2016-03-08,0.97,0.97,0.95,0.97,3254
2016-03-09,0.97,0.97,0.97,0.97,335
2016-03-10,0.97,0.98,0.96,0.97,4462
2016-03-11,0.98,1.05,0.97,1.02,91316
2016-03-14,1.02,1.02,0.97,1.02,27629
2016-03-15,1.02,1.02,0.97,1,10469
2016-03-16,1,1,0.97,0.99,4008
2016-03-17,1,1,0.97,1,7850
2016-03-18,0.99,1.03,0.99,1.03,62151
2016-03-21,1.03,1.05,1.02,1.02,60951
2016-03-22,1.03,1.09,1.02,1.05,76685
2016-03-23,1.06,1.16,1.05,1.13,302671
2016-03-24,1.15,1.18,1.12,1.12,142156
2016-03-29,1.13,1.18,1.13,1.18,79759
2016-03-30,1.18,1.25,1.15,1.19,87624
2016-03-31,1.2,1.2,1.1,1.14,58619
2016-04-01,1.16,1.24,1.16,1.21,59535
2016-04-04,1.19,1.24,1.17,1.21,23203
2016-04-05,1.24,1.24,1.18,1.2,30289
2016-04-06,1.18,1.18,1.14,1.18,44921
2016-04-07,1.14,1.25,1.12,1.21,115564
2016-04-08,1.22,1.29,1.2,1.25,84994
2016-04-11,1.26,1.29,1.23,1.23,37883
2016-04-12,1.23,1.3,1.21,1.3,41821
2016-04-13,1.29,1.32,1.26,1.31,84246
2016-04-14,1.31,1.31,1.21,1.26,30295
2016-04-15,1.25,1.26,1.2,1.2,44745
2016-04-18,1.2,1.28,1.2,1.28,24266
2016-04-19,1.28,1.3,1.24,1.28,11624
2016-04-20,1.27,1.28,1.23,1.27,30347
2016-04-21,1.27,1.27,1.23,1.27,10297
2016-04-22,1.27,1.27,1.2,1.24,40026
2016-04-25,1.24,1.24,1.2,1.23,20500
2016-04-26,1.23,1.23,1.18,1.2,50088
2016-04-27,1.23,1.23,1.17,1.22,3438
2016-04-28,1.17,1.2,1.16,1.18,15539
2016-04-29,1.18,1.22,1.14,1.16,21196
2016-05-02,1.18,1.21,1.18,1.2,18142
2016-05-04,1.2,1.2,1.17,1.2,2603
2016-05-05,1.19,1.19,1.14,1.18,13901
2016-05-06,1.15,1.18,1.15,1.18,22036
2016-05-09,1.2,1.2,1.12,1.16,28938
2016-05-10,1.14,1.18,1.12,1.16,6235
2016-05-11,1.15,1.17,1.14,1.17,5192
2016-05-12,1.17,1.17,1.13,1.17,208
2016-05-13,1.17,1.17,1.13,1.17,9723
2016-05-16,1.17,1.17,1.11,1.16,8834
2016-05-17,1.16,1.16,1.14,1.16,4465
2016-05-18,1.13,1.15,1.11,1.13,20967
2016-05-19,1.13,1.15,1.13,1.15,2855
2016-05-20,1.15,1.15,1.12,1.14,4071
2016-05-23,1.15,1.15,1.1,1.14,3832
2016-05-24,1.13,1.13,1.1,1.13,9437
2016-05-25,1.13,1.13,1.13,1.13,76
2016-05-27,1.14,1.14,1.09,1.11,3930
2016-05-30,1.1,1.13,1.07,1.12,17029
2016-05-31,1.12,1.25,1.12,1.24,99208
2016-06-01,1.26,1.28,1.17,1.23,92224
2016-06-02,1.25,1.25,1.21,1.21,39153
2016-06-03,1.21,1.23,1.2,1.21,11351
2016-06-06,1.21,1.23,1.16,1.23,6036
2016-06-07,1.2,1.2,1.2,1.2,19823
2016-06-08,1.2,1.22,1.18,1.2,15055
2016-06-09,1.2,1.24,1.19,1.24,3037
2016-06-10,1.23,1.23,1.2,1.22,906
2016-06-13,1.18,1.18,1.18,1.18,2208
2016-06-14,1.17,1.19,1.11,1.15,26384
2016-06-15,1.13,1.17,1.13,1.13,13093
2016-06-16,1.11,1.15,1.08,1.08,16040
2016-06-17,1.13,1.13,1.13,1.13,10
2016-06-20,1.13,1.14,1.1,1.14,2993
2016-06-21,1.14,1.14,1.1,1.14,870
2016-06-22,1.11,1.16,1.11,1.16,324
2016-06-23,1.11,1.16,1.11,1.16,3160
2016-06-24,1.06,1.12,1.06,1.12,22192
2016-06-27,1.12,1.12,1.12,1.12,115
2016-06-28,1.1,1.12,1.1,1.12,1300
2016-06-29,1.06,1.12,1.06,1.12,2850
2016-06-30,1.14,1.14,1.14,1.14,100
2016-07-01,1.14,1.14,1.09,1.14,1655
2016-07-04,1.09,1.14,1.08,1.14,2855
2016-07-05,1.08,1.14,1.08,1.14,4640
2016-07-06,1.1,1.15,1.1,1.15,11428
2016-07-07,1.12,1.15,1.12,1.15,301
2016-07-08,1.12,1.15,1.12,1.15,455
2016-07-11,1.15,1.2,1.15,1.19,12171
2016-07-12,1.2,1.25,1.2,1.25,90842
2016-07-13,1.26,1.3,1.26,1.29,76964
2016-07-14,1.29,1.29,1.25,1.28,7050
2016-07-15,1.26,1.26,1.26,1.26,1100
2016-07-18,1.23,1.23,1.21,1.21,12308
2016-07-19,1.24,1.24,1.19,1.2,12382
2016-07-20,1.23,1.43,1.23,1.38,320133
2016-07-21,1.39,1.49,1.37,1.45,168875
2016-07-22,1.41,1.46,1.36,1.42,63103
2016-07-25,1.38,1.65,1.38,1.55,224064
2016-07-26,1.55,1.64,1.46,1.6,120747
2016-07-27,1.65,2,1.65,2,486843
2016-07-28,2.05,2.22,1.94,2.04,480095
2016-07-29,2.06,2.12,1.95,2.04,136524
2016-08-01,2.06,2.45,2.06,2.45,410741
2016-08-02,2.47,2.98,2.45,2.79,932609
2016-08-03,2.8,2.98,2.67,2.79,244084
2016-08-04,2.73,2.78,2.27,2.32,501722
2016-08-05,2.35,2.77,2.33,2.35,502503
2016-08-08,2.41,2.56,2.35,2.44,238948
2016-08-09,2.4,2.48,2.29,2.38,109141
2016-08-10,2.36,2.65,2.34,2.45,305218
2016-08-11,2.48,2.64,2.24,2.34,285921
2016-08-12,2.3,2.35,1.88,2.05,382379
2016-08-16,2.18,2.36,2.1,2.33,234422
2016-08-17,2.37,2.51,2.28,2.5,183730
2016-08-18,2.49,2.58,2.4,2.4,92707
2016-08-19,2.4,2.4,2.2,2.3,96068
2016-08-22,2.29,2.59,2.29,2.53,247424
2016-08-23,2.55,2.62,2.4,2.49,177529
2016-08-24,2.45,2.54,2.45,2.51,12628
2016-08-25,2.45,2.55,2.33,2.48,68596
2016-08-26,2.34,2.45,2.34,2.45,17649
2016-08-29,2.48,2.79,2.45,2.71,144976
2016-08-30,2.77,2.96,2.72,2.85,413980
2016-08-31,2.89,3.4,2.89,3.33,558665
2016-09-01,3.25,3.77,3.23,3.24,502478
2016-09-02,3.31,3.6,3.25,3.41,243753
2016-09-05,3.5,3.85,3.43,3.55,352668
2016-09-06,3.63,3.63,3.45,3.55,111665
2016-09-07,3.5,3.52,3.07,3.25,337630
2016-09-08,3.25,3.46,3.21,3.25,110757
2016-09-09,3.33,3.37,3.1,3.14,65564
2016-09-12,3.1,3.1,2.81,3.07,146544
2016-09-13,3.07,3.22,2.92,3.09,106593
2016-09-14,3.2,3.45,3.1,3.44,152442
2016-09-15,3.5,3.84,3.34,3.69,376011
2016-09-16,3.75,3.85,3.5,3.51,176435
2016-09-19,3.52,3.62,3.35,3.38,132176
2016-09-20,3.38,3.57,3.34,3.47,38548
2016-09-21,3.45,3.55,3.36,3.49,16062
2016-09-22,3.53,3.59,3.4,3.58,35000
2016-09-23,3.58,3.58,3.44,3.5,16363
2016-09-26,3.52,3.52,3.2,3.27,116699
2016-09-27,3.3,3.34,2.97,2.97,110899
2016-09-28,2.87,3.07,2.81,2.9,167716
2016-09-29,2.9,3.32,2.9,3.3,167101
2016-09-30,3.32,3.32,3.15,3.16,40108
2016-10-03,3.29,3.36,3.2,3.3,40229
2016-10-04,3.3,3.41,3.26,3.33,56680
2016-10-05,3.26,3.26,2.94,3.1,105936
2016-10-06,3.15,3.15,3,3.05,15528
2016-10-07,3.11,3.15,3.04,3.14,13306
2016-10-10,3.09,3.09,2.98,3.05,42470
2016-10-11,3,3.07,2.96,3,32638
2016-10-12,2.99,3.05,2.95,3.05,15171
2016-10-13,3,3,2.92,2.99,33748
2016-10-14,2.99,3.09,2.95,3.02,24577
2016-10-17,3.04,3.04,2.8,2.95,40590
2016-10-18,2.86,2.88,2.76,2.78,71994
2016-10-19,2.8,2.8,2.4,2.54,202833
2016-10-20,2.57,2.67,2.46,2.62,87733
2016-10-21,2.62,2.64,2.56,2.61,9619
2016-10-24,2.57,2.82,2.57,2.67,45273
2016-10-25,2.73,2.73,2.55,2.65,37059
2016-10-26,2.65,2.67,2.55,2.6,31194
2016-10-27,2.6,2.74,2.59,2.7,37714
2016-10-28,2.7,2.73,2.6,2.67,26339
2016-10-31,2.72,3.07,2.67,3,63297
2016-11-02,3.07,3.08,2.96,3.04,96949
2016-11-03,3.2,3.58,3.07,3.58,217004
2016-11-04,3.67,3.79,3.46,3.5,269274
2016-11-07,3.47,3.73,3.31,3.43,174495
2016-11-08,3.45,3.6,3.43,3.49,38579
2016-11-09,3.3,3.54,3.23,3.34,226381
2016-11-10,3.42,3.42,3.02,3.1,241238
2016-11-14,3.12,3.25,2.91,3.16,131248
2016-11-15,3.16,3.16,2.95,2.95,54387
2016-11-16,2.92,2.96,2.86,2.95,43974
2016-11-17,2.97,3.11,2.97,2.97,25197
2016-11-18,2.94,3,2.94,2.99,18974
2016-11-21,3.01,3.02,2.91,2.95,19296
2016-11-22,3,3.27,2.96,3.27,139508
2016-11-23,3.34,3.43,3.28,3.3,80258
2016-11-24,3.28,3.36,3.01,3.11,54579
2016-11-25,3.11,3.11,2.96,3.05,46185
2016-11-28,3.16,3.16,3,3.12,47751
2016-11-29,3.11,3.13,3.06,3.12,19976
2016-11-30,3.14,3.19,3.04,3.06,18766
2016-12-01,3.08,3.18,3,3.05,102645
2016-12-02,3.08,3.17,3.06,3.1,55641
2016-12-05,3.1,3.15,3.05,3.06,19338
2016-12-06,3.1,3.19,3.02,3.19,30198
2016-12-07,3.23,3.69,3.22,3.69,384463
2016-12-08,3.69,3.69,3.45,3.53,80017
2016-12-09,3.59,4.2,3.44,4.05,665243
2016-12-12,3.91,4.38,3.91,4.33,272207
2016-12-13,4.33,4.33,4.1,4.17,166165
2016-12-14,4.15,4.15,4.05,4.14,34612
2016-12-15,4.1,4.13,4.03,4.13,25047
2016-12-16,4.14,4.44,4.05,4.29,128050
2016-12-19,4.16,4.26,4.01,4.13,86106
2016-12-20,4.13,4.19,4.06,4.09,22611
2016-12-21,4.16,4.16,4,4.08,18796
2016-12-22,4.04,4.04,3.88,4.01,43996
2016-12-23,3.93,3.97,3.87,3.88,27038
2016-12-27,3.9,3.9,3.66,3.7,90051
2016-12-28,3.69,3.98,3.66,3.85,285215
2016-12-29,3.9,4.09,3.84,4.02,55010
2016-12-30,4,4.18,3.97,4.05,66752
2017-01-02,4.09,4.74,4.05,4.69,265802
2017-01-03,4.75,5.07,4.75,4.94,373484
2017-01-04,4.99,5.01,4.72,4.93,101038
2017-01-05,4.93,5.35,4.88,5.3,240499
2017-01-09,5.35,5.75,5.35,5.6,342340
2017-01-10,5.68,5.76,5.24,5.58,192652
2017-01-11,5.74,5.75,5.5,5.58,116267
2017-01-12,5.58,5.6,5.35,5.4,59988
2017-01-13,5.4,5.5,5.1,5.18,97510
2017-01-16,5.04,5.3,5.02,5.27,48043
2017-01-17,5.28,6.09,5.28,6.09,343579
2017-01-18,6.15,6.23,5.85,5.9,185964
2017-01-19,5.9,6.35,5.76,6.19,174628
2017-01-20,6.3,6.45,6.19,6.22,124795
2017-01-23,6.3,6.39,6.2,6.3,65943
2017-01-24,6.45,6.5,6.22,6.32,77637
2017-01-25,6.44,6.65,6.32,6.55,71292
2017-01-26,6.59,6.64,6.44,6.46,53362
2017-01-27,6.46,6.46,6.2,6.39,75345
2017-01-30,6.43,6.48,6.2,6.2,52094
2017-01-31,6.14,6.25,5.55,5.75,209803
2017-02-01,5.68,6.12,5.5,5.78,120751
2017-02-02,5.75,5.89,5.6,5.65,41769
2017-02-03,5.7,5.73,5.5,5.59,51593
2017-02-06,5.54,6.09,5.46,5.86,150931
2017-02-07,6.03,6.63,6.03,6.48,241856
2017-02-08,6.7,6.99,6.68,6.95,185407
2017-02-09,6.91,6.99,6.69,6.9,76520
2017-02-10,6.95,7.23,6.9,7.15,107113
2017-02-13,7.11,7.11,6.68,6.75,134878
2017-02-14,6.72,6.72,6.27,6.33,159314
2017-02-15,6.34,6.83,6.3,6.8,173859
2017-02-16,6.78,6.78,6.4,6.47,136272
2017-02-17,6.69,6.69,6.41,6.65,58084
2017-02-20,6.66,6.66,6.43,6.46,47983
2017-02-21,6.47,6.68,6.34,6.52,82574
2017-02-22,6.5,6.58,6.43,6.45,29558
2017-02-23,6.5,6.54,5.89,6.15,179700
2017-02-24,6.2,6.35,5.99,6.17,76973
2017-02-27,6.25,6.47,6.25,6.29,39136
2017-02-28,6.21,6.29,6.13,6.22,26295
2017-03-01,6.01,6.35,6.01,6.25,94745
2017-03-02,6.23,6.25,6.05,6.1,62673
2017-03-03,6.1,6.15,5.82,5.82,110854
2017-03-06,5.77,5.84,5.3,5.39,229635
2017-03-07,5.26,5.53,5.07,5.26,172374
2017-03-08,5.28,5.4,5.02,5.1,80715
2017-03-09,5.1,5.29,5.09,5.16,40895
2017-03-10,5.25,5.25,5.1,5.16,57242
2017-03-13,5.09,5.44,4.78,5.38,169003
2017-03-14,5.64,5.65,5.25,5.38,72496
2017-03-15,5.33,5.79,5.3,5.77,78076
2017-03-16,5.95,6.49,5.91,6.25,281997
2017-03-17,6.27,6.41,6.03,6.31,77860
2017-03-20,6.39,6.75,6.39,6.67,160274
2017-03-21,6.6,6.65,6.2,6.25,67652
2017-03-22,6.15,6.16,5.75,6.1,85091
2017-03-23,6.01,6.1,5.85,6.04,26410
2017-03-24,6.01,6.1,5.93,6,32072
2017-03-27,5.98,6,5.83,5.89,16647
2017-03-28,5.89,6.33,5.82,6.24,36363
2017-03-29,6.35,6.4,6.02,6.2,20785
2017-03-30,6.29,6.29,6.04,6.09,3272
2017-03-31,6.01,6.17,5.89,5.98,21073
2017-04-03,6.01,6.36,5.86,6.01,27948
2017-04-04,5.91,6.18,5.91,6.15,11452
2017-04-05,5.97,6.22,5.97,6.06,10897
2017-04-06,6.04,6.35,6.02,6.09,37645
2017-04-07,6.17,6.54,6.1,6.5,91089
2017-04-10,6.6,6.69,6.5,6.65,27985
2017-04-11,6.68,6.69,6.35,6.54,26085
2017-04-12,6.39,6.6,6.38,6.53,9654
2017-04-13,6.4,6.98,6.4,6.84,82019
2017-04-18,6.97,6.99,6.91,6.98,41553
2017-04-19,7,7.26,6.9,7.1,83851
2017-04-20,7.16,7.16,6.8,6.87,26460
2017-04-21,6.84,6.98,6.81,6.92,9584
2017-04-24,6.92,7.12,6.78,7.11,30328
2017-04-25,7.12,7.14,6.82,6.95,13903
2017-04-26,7.5,8.43,7.5,7.7,377041
2017-04-27,7.85,7.93,7.26,7.3,78864
2017-04-28,7.35,7.69,7.3,7.3,46876
2017-05-02,7.49,7.61,7.26,7.55,23290
2017-05-04,7.6,7.74,7.3,7.3,37281
2017-05-05,7.45,7.45,7.26,7.3,27090
2017-05-08,7.45,7.45,6.52,6.95,284850
2017-05-09,6.95,6.99,6.46,6.71,114397
2017-05-10,6.61,6.75,6.35,6.43,64107
2017-05-11,6.39,6.98,6.39,6.98,56692
2017-05-12,7.1,7.33,6.93,7.29,91721
2017-05-15,7.39,7.4,7.05,7.06,33042
2017-05-16,7.15,7.15,6.95,7.09,19928
2017-05-17,7.1,7.1,6.5,6.63,55466
2017-05-18,6.4,6.76,6.03,6.54,43868
2017-05-19,6.5,6.86,6.5,6.7,17659
2017-05-22,6.8,6.85,6.39,6.55,26149
2017-05-23,6.55,6.59,6.4,6.5,11254
2017-05-24,6.58,6.58,6.3,6.44,9062
2017-05-25,6.41,6.6,6.2,6.57,37062
2017-05-26,6.64,6.69,6.36,6.37,23076
2017-05-29,6.41,6.41,6.37,6.39,4874
